id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
2361,Male,26,1,28,1,< 1 Year,No,36789,152,216,0
2362,Female,45,1,20,1,1-2 Year,No,2630,124,19,0
2363,Female,22,1,15,0,< 1 Year,Yes,38089,152,112,0
2364,Female,24,1,32,1,< 1 Year,No,18593,152,224,0
2365,Female,24,1,6,1,< 1 Year,No,31677,152,155,0
2366,Male,57,1,9,0,1-2 Year,Yes,2630,157,29,1
2367,Female,26,1,50,1,< 1 Year,No,34402,152,128,0
2368,Male,23,1,11,1,< 1 Year,No,2630,152,56,0
2369,Male,48,1,28,0,1-2 Year,Yes,47712,26,264,1
2370,Male,56,1,28,0,1-2 Year,Yes,50448,26,121,0
2371,Female,22,1,50,0,< 1 Year,Yes,64196,152,53,0
2372,Female,23,1,50,1,< 1 Year,No,27304,152,141,0
2373,Female,78,1,28,1,1-2 Year,No,58963,26,123,0
2374,Female,20,1,46,0,< 1 Year,Yes,29929,160,298,0
2375,Female,57,1,50,0,1-2 Year,Yes,2630,8,103,0
2376,Female,64,1,28,0,1-2 Year,No,39797,26,200,0
2377,Female,23,1,10,1,< 1 Year,No,16113,152,148,0
2378,Female,64,1,28,0,1-2 Year,Yes,39327,122,45,0
2379,Female,41,1,28,1,1-2 Year,No,37852,26,32,0
2380,Female,25,1,15,0,< 1 Year,Yes,31531,152,226,0
2381,Female,31,1,48,1,1-2 Year,No,2630,15,231,0
2382,Male,25,1,17,1,< 1 Year,No,39553,152,109,0
2383,Female,23,1,20,0,< 1 Year,Yes,2630,152,89,0
2384,Female,21,1,11,1,< 1 Year,No,30513,152,222,0
2385,Male,23,1,47,0,< 1 Year,Yes,34403,152,127,1
2386,Male,53,1,9,0,1-2 Year,Yes,41587,124,179,0
2387,Female,40,1,28,0,1-2 Year,Yes,27992,124,96,1
2388,Female,36,1,28,1,1-2 Year,No,46624,55,38,0
2389,Female,32,1,28,1,< 1 Year,No,27673,152,136,0
2390,Male,33,1,0,1,1-2 Year,No,2630,9,31,0
2391,Male,52,1,13,0,1-2 Year,Yes,31733,124,42,0
2392,Male,30,1,18,1,< 1 Year,No,37631,152,117,0
2393,Female,22,1,8,0,< 1 Year,No,43789,152,169,0
2394,Female,41,1,28,0,1-2 Year,Yes,44956,26,243,0
2395,Male,73,1,28,0,1-2 Year,Yes,54037,26,107,1
2396,Male,40,1,45,0,1-2 Year,No,23251,152,118,0
2397,Female,27,1,50,1,< 1 Year,No,43645,152,163,0
2398,Female,23,1,50,0,< 1 Year,Yes,47585,152,202,0
2399,Female,50,1,28,0,1-2 Year,Yes,38716,26,132,0
2400,Female,23,1,17,0,< 1 Year,No,2630,152,82,0
2401,Female,79,1,8,0,1-2 Year,Yes,47402,152,274,0
2402,Male,38,1,41,0,> 2 Years,Yes,2630,157,180,0
2403,Female,34,1,19,0,1-2 Year,Yes,2630,156,184,1
2404,Female,25,1,11,1,< 1 Year,No,31021,152,129,0
2405,Male,24,1,8,0,< 1 Year,Yes,53367,160,299,0
2406,Male,37,1,28,0,1-2 Year,Yes,41499,26,201,0
2407,Male,26,1,28,0,< 1 Year,Yes,46156,122,181,1
2408,Male,25,1,6,1,< 1 Year,No,16472,152,110,0
2409,Male,32,1,8,0,1-2 Year,Yes,2630,156,78,0
2410,Male,41,1,39,0,1-2 Year,No,33946,124,122,0
2411,Male,24,1,8,1,< 1 Year,No,31417,152,259,0
2412,Female,26,1,41,1,< 1 Year,No,22219,152,49,0
2413,Female,54,1,28,1,1-2 Year,No,41390,26,161,0
2414,Male,39,1,28,1,1-2 Year,No,39892,124,138,0
2415,Male,23,1,28,0,< 1 Year,Yes,61572,152,150,1
2416,Male,47,1,28,0,1-2 Year,Yes,30759,124,157,0
2417,Female,23,1,7,0,< 1 Year,Yes,2630,152,51,0
2418,Male,25,1,30,0,< 1 Year,No,40305,152,193,0
2419,Male,67,0,1,1,1-2 Year,No,2630,26,35,0
2420,Female,36,1,41,0,1-2 Year,Yes,35843,156,55,1
2421,Male,27,1,46,0,< 1 Year,Yes,23661,154,207,0
2422,Female,25,1,8,1,< 1 Year,No,48065,152,269,0
2423,Male,41,1,15,0,1-2 Year,Yes,28531,124,211,1
2424,Female,22,1,21,1,< 1 Year,No,23723,152,135,0
2425,Male,48,1,28,0,1-2 Year,Yes,40836,26,239,0
2426,Male,22,1,41,0,< 1 Year,Yes,40974,152,297,0
2427,Male,33,1,36,1,< 1 Year,No,38390,152,259,0
2428,Female,72,0,28,1,1-2 Year,No,37803,26,176,0
2429,Male,25,1,43,0,< 1 Year,Yes,22563,160,267,0
2430,Female,23,1,27,0,< 1 Year,Yes,29807,152,86,0
2431,Male,50,1,28,0,> 2 Years,Yes,53357,13,180,0
2432,Female,24,1,15,1,< 1 Year,No,38298,151,38,0
2433,Female,27,1,8,1,< 1 Year,No,25137,152,173,0
2434,Male,45,1,33,0,> 2 Years,Yes,32357,26,76,1
2435,Male,43,1,14,0,1-2 Year,Yes,2630,124,225,1
2436,Female,56,1,28,1,1-2 Year,Yes,37914,124,119,0
2437,Female,35,1,3,0,1-2 Year,Yes,2630,157,112,0
2438,Male,23,1,28,1,< 1 Year,No,34287,152,62,0
2439,Male,58,1,49,1,1-2 Year,No,2630,26,189,0
2440,Female,42,1,41,0,1-2 Year,Yes,2630,26,200,1
2441,Male,70,1,8,0,1-2 Year,Yes,49991,26,180,0
2442,Female,25,1,11,1,< 1 Year,No,34576,152,217,0
2443,Male,39,1,23,0,1-2 Year,Yes,27627,136,257,1
2444,Female,30,1,50,0,< 1 Year,Yes,2630,11,32,0
2445,Female,72,1,28,1,1-2 Year,No,51250,24,197,0
2446,Female,28,1,30,1,< 1 Year,No,26957,152,245,0
2447,Female,38,1,28,1,1-2 Year,No,28188,124,46,0
2448,Male,21,1,37,0,< 1 Year,Yes,32430,163,76,1
2449,Male,26,1,49,1,< 1 Year,No,43941,152,213,0
2450,Male,66,1,31,1,1-2 Year,Yes,2630,9,221,0
2451,Female,60,1,30,0,1-2 Year,Yes,24713,124,203,0
2452,Male,42,1,33,0,1-2 Year,No,34790,124,103,0
2453,Female,43,1,28,1,1-2 Year,No,37764,124,216,0
2454,Male,30,1,11,0,1-2 Year,Yes,26902,157,142,1
2455,Male,49,1,28,0,1-2 Year,Yes,62647,26,249,0
2456,Male,41,1,28,0,1-2 Year,Yes,32112,124,173,0
2457,Female,45,1,14,0,1-2 Year,Yes,36558,124,198,0
2458,Male,38,1,16,0,1-2 Year,Yes,2630,156,87,0
2459,Male,39,1,11,1,1-2 Year,No,2630,124,270,0
2460,Female,55,1,3,0,1-2 Year,Yes,24386,124,103,1
2461,Female,26,1,50,1,< 1 Year,No,39582,152,136,0
2462,Male,43,1,28,0,1-2 Year,Yes,43213,26,263,0
2463,Male,50,1,28,0,1-2 Year,No,41894,26,155,0
2464,Male,24,1,14,1,< 1 Year,No,29703,152,35,0
2465,Female,27,1,28,0,1-2 Year,Yes,34563,156,85,1
2466,Female,35,1,9,0,1-2 Year,Yes,41217,26,167,0
2467,Female,69,1,28,0,> 2 Years,Yes,63457,122,272,0
2468,Female,73,1,28,1,1-2 Year,No,34385,26,20,0
2469,Male,27,1,2,0,< 1 Year,Yes,21706,152,191,0
2470,Female,80,1,28,0,1-2 Year,Yes,32038,26,128,1
2471,Female,58,1,38,1,1-2 Year,No,2630,26,208,0
2472,Female,24,1,7,0,< 1 Year,Yes,42539,152,55,0
2473,Male,50,1,28,0,1-2 Year,Yes,42003,124,100,0
2474,Male,26,1,10,1,< 1 Year,No,22666,152,293,0
2475,Female,23,1,36,1,< 1 Year,No,22810,152,271,0
2476,Female,42,1,41,0,1-2 Year,Yes,27088,26,58,0
2477,Male,33,1,8,1,< 1 Year,No,23789,153,25,0
2478,Male,51,1,28,0,1-2 Year,Yes,45983,26,174,0
2479,Male,26,1,15,0,< 1 Year,Yes,38654,152,172,0
2480,Male,35,1,45,0,1-2 Year,Yes,32722,124,140,0
2481,Male,48,1,29,0,1-2 Year,No,34378,152,226,0
2482,Female,23,1,8,1,< 1 Year,No,26689,152,158,0
2483,Male,40,1,45,0,1-2 Year,Yes,24710,163,87,0
2484,Female,22,1,10,1,< 1 Year,No,27954,152,81,0
2485,Female,23,1,43,0,< 1 Year,Yes,2630,151,116,0
2486,Male,25,1,8,0,< 1 Year,Yes,2630,152,113,0
2487,Male,25,1,21,1,< 1 Year,No,26377,152,245,0
2488,Female,25,1,36,0,< 1 Year,Yes,31207,152,40,0
2489,Male,65,1,38,0,> 2 Years,Yes,34391,124,183,1
2490,Female,32,1,45,0,1-2 Year,Yes,2630,156,213,0
2491,Female,56,1,28,0,1-2 Year,Yes,37193,26,256,0
2492,Female,37,1,28,0,1-2 Year,Yes,52996,157,149,0
2493,Female,24,1,32,0,< 1 Year,Yes,31431,152,83,0
2494,Female,22,1,41,0,< 1 Year,Yes,18571,160,237,0
2495,Male,28,1,28,1,< 1 Year,No,37294,152,194,0
2496,Female,23,1,6,1,< 1 Year,No,25462,152,42,0
2497,Female,24,1,36,0,< 1 Year,Yes,34176,152,79,0
2498,Female,37,1,3,0,1-2 Year,Yes,31535,26,164,1
2499,Female,27,1,35,1,< 1 Year,No,30474,152,284,0
2500,Female,23,1,23,1,< 1 Year,No,24775,152,157,0
2501,Male,45,1,28,0,1-2 Year,Yes,40116,124,151,0
2502,Male,53,1,46,0,1-2 Year,Yes,49116,124,139,0
2503,Female,41,1,28,0,> 2 Years,Yes,47844,124,54,1
2504,Male,20,1,27,1,< 1 Year,No,32060,160,239,1
2505,Male,26,1,9,0,< 1 Year,Yes,32304,152,67,1
2506,Male,24,1,8,1,< 1 Year,No,66020,152,73,0
2507,Female,41,1,28,0,1-2 Year,Yes,32870,26,45,0
2508,Male,26,1,35,1,< 1 Year,No,28489,152,84,0
2509,Male,23,1,28,0,< 1 Year,No,58104,153,27,0
2510,Female,25,1,9,1,< 1 Year,No,34879,26,127,0
2511,Female,24,1,6,1,< 1 Year,No,20561,152,266,0
2512,Male,22,1,33,1,< 1 Year,No,22144,152,195,0
2513,Female,38,1,28,0,1-2 Year,Yes,49273,124,158,1
2514,Male,50,1,28,0,1-2 Year,Yes,37109,26,93,0
2515,Male,21,1,16,0,< 1 Year,No,16902,152,135,0
2516,Male,55,1,28,0,1-2 Year,Yes,51290,26,69,0
2517,Male,55,1,28,0,1-2 Year,Yes,48401,26,159,1
2518,Female,28,1,50,1,< 1 Year,No,28159,152,122,0
2519,Male,42,1,28,0,1-2 Year,Yes,58928,26,148,0
2520,Male,23,1,41,1,< 1 Year,No,59636,152,231,0
2521,Male,45,1,31,0,1-2 Year,Yes,2630,9,30,1
2522,Female,79,1,50,0,1-2 Year,No,2630,124,91,0
2523,Male,37,1,18,0,1-2 Year,Yes,2630,26,59,0
2524,Female,24,1,3,0,< 1 Year,Yes,2630,152,238,0
2525,Male,28,1,7,1,< 1 Year,No,33581,152,283,0
2526,Male,45,1,28,1,1-2 Year,No,63944,124,28,0
2527,Female,22,1,8,1,< 1 Year,No,29140,152,73,0
2528,Female,21,1,46,1,< 1 Year,No,23907,152,240,0
2529,Male,21,1,18,1,< 1 Year,No,38316,152,93,0
2530,Female,24,1,8,0,< 1 Year,Yes,2630,160,174,0
2531,Female,37,1,28,0,1-2 Year,Yes,24761,111,277,0
2532,Female,20,1,50,0,< 1 Year,Yes,32229,160,47,0
2533,Male,66,1,48,1,1-2 Year,No,2630,124,83,0
2534,Female,69,1,28,0,1-2 Year,Yes,47327,122,220,0
2535,Male,21,1,37,0,< 1 Year,Yes,33502,160,124,0
2536,Female,23,1,7,1,< 1 Year,No,31169,152,14,0
2537,Female,37,1,48,0,1-2 Year,Yes,2630,124,62,0
2538,Male,21,1,47,1,< 1 Year,No,41888,160,118,0
2539,Male,21,1,41,0,< 1 Year,Yes,2630,157,178,0
2540,Male,72,1,41,1,1-2 Year,No,24312,124,36,0
2541,Male,23,1,37,0,< 1 Year,Yes,36030,151,21,1
2542,Male,51,1,28,0,1-2 Year,Yes,66215,26,277,0
2543,Male,46,1,7,0,1-2 Year,No,36652,156,150,0
2544,Male,39,1,28,0,1-2 Year,Yes,31032,26,181,0
2545,Male,60,1,3,1,1-2 Year,No,28115,124,164,0
2546,Male,61,1,8,0,1-2 Year,Yes,36892,7,207,0
2547,Female,32,1,46,1,< 1 Year,No,32883,152,181,0
2548,Male,65,1,45,0,1-2 Year,Yes,39458,124,201,0
2549,Female,26,1,39,1,< 1 Year,No,2630,152,60,0
2550,Male,70,1,28,0,> 2 Years,Yes,69856,122,78,0
2551,Female,42,1,28,0,1-2 Year,Yes,25284,124,135,1
2552,Female,31,1,28,0,1-2 Year,Yes,28930,124,230,0
2553,Male,22,1,2,0,< 1 Year,Yes,27457,152,167,0
2554,Female,26,1,28,1,1-2 Year,No,34448,124,287,0
2555,Female,61,1,24,0,1-2 Year,Yes,49319,26,242,0
2556,Male,22,1,9,0,< 1 Year,Yes,41515,152,272,0
2557,Female,29,1,28,0,< 1 Year,Yes,37927,152,98,0
2558,Female,25,1,27,1,< 1 Year,No,27821,152,107,0
2559,Male,23,1,2,0,< 1 Year,Yes,33770,124,112,0
2560,Female,36,1,36,0,1-2 Year,Yes,31355,157,262,0
2561,Female,54,1,41,1,1-2 Year,No,89652,37,109,0
2562,Female,22,1,8,1,< 1 Year,No,42426,152,61,0
2563,Female,29,1,8,1,< 1 Year,No,48059,152,290,0
2564,Female,24,1,46,1,< 1 Year,No,22582,152,119,0
2565,Male,31,1,2,0,< 1 Year,No,34537,152,275,0
2566,Male,49,1,51,0,1-2 Year,Yes,44835,29,221,1
2567,Male,40,1,28,0,1-2 Year,Yes,40328,124,246,0
2568,Female,62,1,8,1,1-2 Year,No,35252,26,43,1
2569,Male,29,1,28,0,< 1 Year,Yes,28506,124,170,1
2570,Male,65,1,46,0,> 2 Years,Yes,38658,26,79,0
2571,Female,27,1,28,1,< 1 Year,No,50884,152,44,0
2572,Male,40,1,28,0,1-2 Year,Yes,40330,26,206,0
2573,Female,39,1,33,1,1-2 Year,No,37569,18,240,0
2574,Female,49,1,28,0,> 2 Years,Yes,64469,26,145,1
2575,Male,34,1,33,1,1-2 Year,No,29773,26,188,0
2576,Female,27,1,13,1,< 1 Year,No,2630,160,234,0
2577,Male,63,1,24,0,1-2 Year,Yes,27933,122,105,1
2578,Female,23,1,10,1,< 1 Year,No,26574,152,87,0
2579,Male,58,1,3,1,1-2 Year,No,22467,152,69,0
2580,Male,50,1,28,1,1-2 Year,No,38131,26,237,0
2581,Male,27,1,26,1,< 1 Year,No,2630,152,260,0
2582,Female,23,1,15,1,< 1 Year,No,40161,151,157,0
2583,Female,23,1,8,0,< 1 Year,Yes,35914,152,239,0
2584,Male,58,1,22,1,1-2 Year,No,2630,8,257,0
2585,Female,40,1,8,0,> 2 Years,Yes,55644,26,161,0
2586,Female,24,1,27,0,< 1 Year,No,37186,152,147,0
2587,Male,62,1,35,0,> 2 Years,Yes,44224,26,135,0
2588,Female,26,1,8,1,< 1 Year,No,57672,152,187,0
2589,Female,36,1,8,0,1-2 Year,Yes,35835,152,30,0
2590,Male,23,1,7,1,< 1 Year,No,37691,152,149,0
2591,Male,24,1,9,0,< 1 Year,Yes,33906,152,77,0
2592,Female,77,1,28,0,1-2 Year,Yes,28130,124,73,0
2593,Female,37,1,33,0,1-2 Year,Yes,35528,124,79,0
2594,Female,31,1,28,0,< 1 Year,No,58945,26,45,0
2595,Male,34,1,9,0,1-2 Year,Yes,26990,163,259,0
2596,Male,67,1,33,0,1-2 Year,Yes,2630,16,150,0
2597,Male,69,1,41,1,1-2 Year,No,2630,26,145,0
2598,Male,24,1,8,0,< 1 Year,Yes,44492,160,131,0
2599,Male,28,1,30,1,< 1 Year,No,25565,152,64,0
2600,Male,48,1,41,1,1-2 Year,No,31883,124,149,0
2601,Male,42,1,45,0,1-2 Year,Yes,21706,31,107,0
2602,Male,23,1,46,0,< 1 Year,Yes,31090,124,222,1
2603,Male,24,1,6,1,< 1 Year,No,49007,152,30,0
2604,Female,44,1,8,1,1-2 Year,No,50350,7,24,0
2605,Male,36,1,15,1,1-2 Year,No,2630,156,146,0
2606,Male,49,1,46,0,1-2 Year,Yes,16400,26,132,0
2607,Male,26,1,47,0,< 1 Year,No,46316,152,53,0
2608,Female,25,1,8,1,< 1 Year,No,41655,151,153,0
2609,Male,28,1,2,0,1-2 Year,Yes,40044,130,238,1
2610,Male,64,1,28,1,1-2 Year,No,48815,122,254,0
2611,Male,22,1,41,1,< 1 Year,No,23477,152,197,0
2612,Female,25,1,28,1,< 1 Year,No,27097,152,106,0
2613,Female,33,1,33,0,< 1 Year,No,30086,154,151,0
2614,Male,51,1,28,1,1-2 Year,No,45376,124,109,0
2615,Male,68,1,28,0,1-2 Year,Yes,2630,158,179,1
2616,Male,26,1,14,0,< 1 Year,Yes,35781,152,127,1
2617,Female,80,1,32,0,1-2 Year,Yes,46548,26,271,1
2618,Female,25,1,30,1,< 1 Year,No,33687,152,138,0
2619,Male,41,1,28,1,1-2 Year,No,31971,152,149,0
2620,Female,24,1,8,1,< 1 Year,No,47247,152,246,0
2621,Male,51,1,47,1,1-2 Year,No,32630,124,251,0
2622,Male,56,1,28,0,1-2 Year,Yes,53100,152,276,0
2623,Male,29,1,28,1,< 1 Year,No,45262,152,168,0
2624,Male,25,1,5,0,< 1 Year,Yes,26273,163,85,0
2625,Male,24,1,30,0,< 1 Year,Yes,20163,152,26,0
2626,Male,28,1,33,1,< 1 Year,No,2630,160,62,0
2627,Male,55,1,7,1,1-2 Year,Yes,37833,26,161,0
2628,Male,53,1,8,1,1-2 Year,No,46549,26,178,0
2629,Male,23,1,50,0,< 1 Year,No,26761,152,213,0
2630,Female,25,1,28,0,< 1 Year,No,229935,152,247,0
2631,Male,44,1,8,0,1-2 Year,Yes,57468,7,49,1
2632,Male,26,1,3,1,< 1 Year,No,26946,152,156,0
2633,Male,39,1,20,1,1-2 Year,No,2630,124,62,0
2634,Female,30,1,41,1,< 1 Year,No,37094,152,113,0
2635,Female,55,1,28,0,> 2 Years,Yes,37577,122,109,0
2636,Male,38,1,28,0,1-2 Year,Yes,32338,124,259,0
2637,Female,40,1,4,0,1-2 Year,Yes,36799,124,157,1
2638,Female,71,1,28,0,1-2 Year,Yes,59801,26,94,0
2639,Male,22,1,29,1,< 1 Year,No,29334,152,235,0
2640,Male,41,1,50,1,1-2 Year,No,31283,124,79,0
2641,Male,39,1,28,0,1-2 Year,Yes,33782,124,177,1
2642,Male,58,1,28,0,1-2 Year,Yes,55995,124,257,0
2643,Female,46,1,28,0,1-2 Year,Yes,41166,4,119,1
2644,Male,39,1,46,0,1-2 Year,No,40852,26,200,0
2645,Female,20,1,3,0,< 1 Year,Yes,29436,160,229,0
2646,Male,41,1,46,0,1-2 Year,Yes,31762,124,156,0
2647,Male,23,1,28,0,< 1 Year,No,37321,152,188,0
2648,Male,39,1,30,1,1-2 Year,No,27282,152,162,0
2649,Female,34,1,10,1,1-2 Year,No,24230,152,144,0
2650,Male,25,1,36,1,< 1 Year,No,34659,152,69,0
2651,Female,23,1,27,0,< 1 Year,No,33937,152,19,0
2652,Male,26,1,41,1,< 1 Year,No,25430,152,159,0
2653,Male,73,1,28,0,1-2 Year,Yes,37698,16,285,0
2654,Female,70,1,28,1,1-2 Year,No,53477,125,211,0
2655,Male,26,1,15,1,< 1 Year,No,26912,152,94,0
2656,Female,24,1,46,0,< 1 Year,Yes,33251,152,145,0
2657,Female,45,1,28,0,1-2 Year,Yes,39466,55,64,0
2658,Male,57,1,15,0,1-2 Year,Yes,43232,26,181,1
2659,Female,24,1,15,1,< 1 Year,Yes,32488,152,189,0
2660,Female,46,1,8,0,1-2 Year,Yes,43192,25,246,0
2661,Female,43,1,28,0,1-2 Year,Yes,29995,26,189,0
2662,Female,23,1,2,0,< 1 Year,Yes,24287,152,110,0
2663,Male,23,1,30,1,< 1 Year,No,34289,152,285,0
2664,Female,20,1,46,0,< 1 Year,No,2630,160,61,0
2665,Male,53,1,28,0,1-2 Year,Yes,28794,26,170,0
2666,Female,22,1,44,0,< 1 Year,Yes,2630,152,76,0
2667,Female,24,1,6,1,< 1 Year,Yes,20245,152,21,0
2668,Male,43,1,28,0,1-2 Year,Yes,47401,124,195,1
2669,Male,25,1,28,1,< 1 Year,No,40044,152,34,0
2670,Female,43,1,28,0,1-2 Year,Yes,41940,26,34,1
2671,Male,23,1,14,1,< 1 Year,Yes,29292,151,46,0
2672,Female,25,1,36,0,< 1 Year,Yes,39079,152,50,0
2673,Male,75,1,27,1,1-2 Year,No,27828,26,283,0
2674,Male,46,1,23,0,1-2 Year,Yes,38915,124,182,0
2675,Male,22,1,45,1,< 1 Year,No,27403,152,81,0
2676,Female,24,1,8,1,< 1 Year,No,32018,152,127,0
2677,Female,31,1,8,1,< 1 Year,No,51281,152,256,0
2678,Female,48,1,12,0,1-2 Year,Yes,25584,124,72,1
2679,Female,29,1,21,1,< 1 Year,No,37360,152,187,0
2680,Male,23,1,43,1,< 1 Year,No,28604,152,133,0
2681,Female,29,1,47,1,< 1 Year,No,23730,152,95,0
2682,Male,25,1,41,0,< 1 Year,Yes,33832,152,59,0
2683,Female,26,1,47,0,< 1 Year,Yes,2630,160,175,0
2684,Female,38,1,8,0,1-2 Year,Yes,41922,152,284,0
2685,Female,40,1,8,1,1-2 Year,No,30439,124,76,0
2686,Male,42,1,28,0,1-2 Year,Yes,31604,23,254,0
2687,Female,22,1,27,0,< 1 Year,Yes,29841,152,219,0
2688,Female,27,1,14,1,< 1 Year,No,20688,152,99,0
2689,Female,73,1,26,1,1-2 Year,No,32174,124,180,0
2690,Female,30,1,28,0,1-2 Year,Yes,36986,154,122,0
2691,Male,25,1,21,1,< 1 Year,No,33835,152,220,0
2692,Male,67,1,34,0,1-2 Year,Yes,35185,26,21,0
2693,Female,25,1,36,1,< 1 Year,No,23783,152,180,0
2694,Male,31,1,23,1,1-2 Year,Yes,2630,154,163,0
2695,Female,37,1,28,0,1-2 Year,Yes,2630,154,189,0
2696,Female,59,1,28,1,1-2 Year,No,37862,26,64,0
2697,Male,24,1,6,1,< 1 Year,No,35670,152,130,0
2698,Female,41,1,29,1,1-2 Year,No,28757,152,44,0
2699,Female,44,1,28,0,1-2 Year,Yes,40804,26,228,1
2700,Female,23,1,3,1,< 1 Year,No,57571,152,163,0
2701,Male,24,1,17,1,< 1 Year,No,2630,152,131,0
2702,Male,37,1,36,0,1-2 Year,Yes,32547,124,276,1
2703,Female,22,1,30,1,< 1 Year,No,34035,152,64,0
2704,Male,46,1,39,0,1-2 Year,Yes,26702,124,198,0
2705,Female,50,1,48,1,1-2 Year,No,2630,26,39,0
2706,Female,45,1,11,0,1-2 Year,Yes,32335,122,219,1
2707,Male,64,1,46,0,1-2 Year,Yes,33231,26,196,0
2708,Male,65,1,35,1,1-2 Year,No,30136,10,196,0
2709,Male,48,1,28,0,> 2 Years,Yes,31101,26,103,0
2710,Male,40,1,50,1,1-2 Year,Yes,35447,26,67,0
2711,Male,23,1,15,0,< 1 Year,No,38174,152,20,0
2712,Male,35,1,37,0,1-2 Year,Yes,34049,124,156,1
2713,Female,43,1,28,0,1-2 Year,Yes,33554,26,20,0
2714,Female,22,1,50,1,< 1 Year,No,30730,152,178,0
2715,Female,38,1,45,1,1-2 Year,No,54725,152,255,0
2716,Male,52,1,33,1,1-2 Year,No,24374,26,31,0
2717,Female,28,1,41,1,< 1 Year,No,27844,152,206,0
2718,Female,24,1,8,0,< 1 Year,Yes,28075,152,39,0
2719,Male,29,1,33,0,< 1 Year,Yes,39777,152,294,0
2720,Male,54,1,41,0,1-2 Year,Yes,44974,26,43,1
2721,Female,67,1,46,1,1-2 Year,Yes,35343,26,51,0
2722,Female,20,1,27,0,< 1 Year,Yes,23470,160,172,0
2723,Female,54,1,33,0,1-2 Year,Yes,39176,26,85,0
2724,Female,20,1,3,0,< 1 Year,Yes,26784,160,258,0
2725,Male,51,1,28,0,> 2 Years,Yes,46635,26,72,0
2726,Female,21,1,33,1,< 1 Year,No,27384,152,169,0
2727,Female,36,1,37,0,1-2 Year,Yes,24483,152,216,0
2728,Male,54,1,4,1,1-2 Year,No,2630,124,194,0
2729,Male,25,1,21,1,< 1 Year,No,27175,152,280,0
2730,Male,47,1,8,0,1-2 Year,Yes,24821,155,134,0
2731,Male,65,1,28,1,1-2 Year,No,34358,26,114,0
2732,Female,22,1,30,1,< 1 Year,No,24512,152,24,0
2733,Male,58,1,28,0,1-2 Year,Yes,52417,26,223,0
2734,Male,64,1,35,0,1-2 Year,Yes,50796,26,279,0
2735,Male,38,1,28,1,1-2 Year,No,31242,125,287,0
2736,Male,39,1,48,0,1-2 Year,Yes,2630,156,227,0
2737,Female,41,1,3,1,1-2 Year,No,25678,152,141,0
2738,Female,21,1,7,0,< 1 Year,Yes,39912,160,195,0
2739,Male,21,1,45,1,< 1 Year,No,41236,152,12,0
2740,Male,59,1,28,0,1-2 Year,Yes,2630,156,217,0
2741,Female,23,1,16,1,< 1 Year,No,20728,152,140,0
2742,Female,38,1,36,0,1-2 Year,Yes,38825,124,108,0
2743,Male,75,1,39,1,1-2 Year,No,40261,26,290,0
2744,Male,50,1,28,0,1-2 Year,Yes,47310,26,295,1
2745,Male,24,1,28,0,< 1 Year,Yes,90123,26,292,0
2746,Female,22,1,46,0,< 1 Year,No,24581,152,92,0
2747,Female,23,1,46,1,< 1 Year,No,25634,152,196,0
2748,Male,71,1,28,1,1-2 Year,Yes,48840,26,188,0
2749,Male,57,1,39,1,1-2 Year,No,30614,127,146,0
2750,Male,55,1,28,0,1-2 Year,Yes,59833,25,128,0
2751,Male,25,1,33,0,< 1 Year,Yes,32144,152,114,0
2752,Female,47,1,28,0,1-2 Year,Yes,65413,124,210,0
2753,Male,67,1,46,0,> 2 Years,Yes,30213,26,48,0
2754,Female,28,1,26,1,< 1 Year,No,64287,152,107,0
2755,Female,25,1,36,1,< 1 Year,No,27452,152,146,0
2756,Male,25,1,10,1,< 1 Year,No,31359,152,141,0
2757,Male,44,1,28,1,1-2 Year,No,25933,124,159,0
2758,Male,38,1,28,0,1-2 Year,Yes,29752,157,224,1
2759,Male,25,1,21,1,< 1 Year,No,29502,152,279,0
2760,Female,22,1,45,1,< 1 Year,No,30401,26,260,0
2761,Female,34,1,40,0,1-2 Year,Yes,37618,124,136,0
2762,Female,44,1,46,1,1-2 Year,Yes,22313,11,42,0
2763,Male,21,1,39,0,< 1 Year,No,28129,152,186,0
2764,Male,22,1,41,1,< 1 Year,No,2630,160,82,0
2765,Male,20,1,15,1,< 1 Year,No,36961,160,92,0
2766,Female,27,1,28,1,< 1 Year,No,33302,152,223,0
2767,Female,24,1,36,0,< 1 Year,Yes,56464,152,250,0
2768,Male,23,1,39,0,< 1 Year,Yes,36760,152,195,0
2769,Male,47,1,28,0,1-2 Year,Yes,2630,156,246,0
2770,Male,57,1,41,0,1-2 Year,Yes,21802,12,266,0
2771,Female,57,1,8,0,1-2 Year,Yes,52858,124,125,0
2772,Female,67,1,48,1,1-2 Year,No,2630,156,275,0
2773,Male,40,1,28,0,1-2 Year,No,45758,122,23,0
2774,Female,43,1,46,0,1-2 Year,Yes,2630,26,283,0
2775,Male,22,1,37,0,< 1 Year,Yes,32537,152,213,0
2776,Female,20,1,40,0,1-2 Year,Yes,31933,124,167,0
2777,Female,50,1,28,1,1-2 Year,No,40021,124,220,0
2778,Male,23,1,15,1,< 1 Year,No,30684,152,75,0
2779,Male,80,1,28,0,> 2 Years,Yes,53875,26,181,1
2780,Male,48,1,50,1,1-2 Year,No,38703,64,265,0
2781,Female,27,1,8,0,< 1 Year,Yes,31531,152,75,0
