건물코드,기온,강수량,풍속,습도,전력소비량
AO,16.1,,1.7,96.0,1917.09
CP,25.3,,1.8,86.0,2510.4
CC,24.2,,0.3,97.0,944.64
AW,32.0,,2.7,56.0,1076.4
BT,21.7,0.1,1.3,80.0,1254.0
CY,33.5,,1.6,57.0,2444.76
BK,16.7,,1.8,89.0,918.0
AH,24.5,0.8,1.0,98.0,1550.64
DD,24.1,,4.1,80.0,1519.2
AZ,29.1,,1.6,42.0,3108.48
AI,24.6,,0.1,98.0,1611.36
BH,24.7,7.8,5.4,97.0,3373.02
DR,23.1,,2.8,90.0,2170.08
CY,29.2,,2.2,40.0,1639.62
CD,16.5,,4.0,86.0,3865.32
AO,25.1,0.0,0.2,100.0,2204.46
CU,16.9,,0.2,91.0,2611.68
BT,21.7,,0.4,92.0,1493.52
BL,19.2,,2.2,68.0,464.76
DA,34.4,,4.2,56.0,2829.6
BS,22.4,,2.7,77.0,3387.36
AG,25.7,7.2,4.0,100.0,940.32
BE,23.5,,1.9,85.0,1159.56
DO,23.9,,1.6,99.0,1276.56
BN,27.8,,0.4,83.0,928.2
DA,32.2,,3.8,69.0,4381.92
BA,29.2,,2.2,72.0,23766.4
AO,14.7,,2.1,90.0,1875.42
AD,19.3,1.9,0.5,93.0,683.82
BE,30.2,,3.6,25.0,1968.48
AX,32.3,,3.0,50.0,14455.2
BO,28.1,0.0,4.4,71.0,4995.6
BJ,24.7,0.3,1.7,100.0,2894.16
BE,23.6,,1.3,91.0,1170.0
AR,23.6,,2.6,69.0,970.8
DF,30.0,,5.2,76.0,1636.32
BX,16.0,,0.8,91.0,2240.7
CX,25.6,,2.8,86.0,1247.04
BP,24.6,,0.6,83.0,356.76
CM,32.8,,2.3,61.0,829.26
CQ,25.9,,2.3,74.0,4064.7
BM,20.1,,2.5,69.0,544.32
CC,25.7,,0.7,99.0,935.4
DT,24.2,,0.8,82.0,481.5
CC,28.3,,2.6,60.0,913.8
BX,26.9,,1.3,91.0,2990.1
DV,22.4,,0.2,85.0,798.72
CC,26.0,,2.6,97.0,941.28
BI,23.7,,1.4,81.0,2144.1
BM,25.6,,0.2,90.0,630.72
AY,24.5,3.1,2.6,97.0,6314.64
CY,25.4,,1.0,100.0,1043.64
DK,23.3,3.1,2.2,97.0,2240.4
AZ,29.1,,1.0,69.0,3926.4
CE,24.2,,4.4,81.0,2311.56
DK,21.4,,2.3,60.0,506.88
CX,25.7,,0.0,86.0,1033.02
BO,30.9,0.0,1.8,68.0,4023.6
CZ,25.3,,0.3,85.0,1007.04
BQ,23.3,31.1,1.0,100.0,3334.5
BM,20.8,,1.5,67.0,648.96
CN,27.8,,1.4,26.0,319.86
DJ,29.0,,2.4,65.0,1838.7
CT,26.8,,1.2,87.0,1274.22
AM,24.8,,2.0,95.0,1694.4
CQ,24.8,7.8,3.5,95.0,3754.5
AZ,28.3,,1.6,80.0,3689.28
AQ,26.5,0.2,3.9,94.0,1499.94
DE,30.0,,1.5,70.0,3472.2
BL,25.6,0.0,1.7,87.0,543.6
DC,24.2,,4.3,50.0,1860.12
AV,25.6,0.0,5.7,90.0,1141.2
DG,27.1,,1.4,62.0,2791.92
BT,28.8,,2.1,73.0,1948.8
DT,27.7,,1.7,89.0,1107.72
CV,27.6,,1.5,64.0,3322.08
BH,28.5,,2.3,73.0,3464.64
DB,22.9,,4.3,57.0,1566.72
DP,22.0,,1.0,73.0,2566.08
AG,27.4,,2.4,66.0,933.36
DH,23.7,,1.3,98.0,551.52
AL,24.4,,0.8,93.0,1626.3
BN,25.7,0.7,1.5,99.0,812.1
DN,24.3,,2.7,88.0,1020.96
AM,23.5,0.0,11.5,100.0,2595.84
BG,18.4,,2.6,77.0,8379.36
CG,26.0,0.0,1.1,77.0,3396.6
CF,27.1,0.0,1.5,94.0,2893.92
CU,26.6,0.7,2.6,97.0,3696.48
AQ,25.6,,2.0,74.0,681.12
CG,18.6,0.0,0.9,86.0,861.84
BV,19.7,,0.6,61.0,1260.0
AF,28.4,,3.8,49.0,2416.56
CX,23.5,,0.3,93.0,882.18
CS,27.2,1.7,2.0,83.0,2244.0
AL,25.6,,0.7,52.0,1531.44
CE,22.6,0.4,1.8,95.0,1599.84
DM,29.0,0.0,3.4,96.0,2376.0
DG,31.8,,2.9,63.0,2596.56
CZ,20.3,,0.4,84.0,1011.84
CO,26.5,,7.7,96.0,1093.2
DF,28.9,,3.4,43.0,2896.32
CF,25.6,,0.7,52.0,2932.8
CB,22.7,,2.6,85.0,2857.32
AB,31.1,,2.2,72.0,2892.24
BG,24.9,,0.6,88.0,8756.64
AY,28.7,,2.2,71.0,9173.04
BR,23.7,1.8,0.9,97.0,3855.84
BF,25.8,,2.8,88.0,9882.72
CO,27.9,0.0,2.4,91.0,1678.32
CF,22.0,,1.0,80.0,2859.84
CK,20.5,,2.0,73.0,598.86
CR,24.0,,1.1,91.0,3159.9
DO,30.3,,2.2,70.0,1379.7
DR,28.8,,7.8,86.0,4001.88
AD,24.4,1.4,1.4,98.0,832.5
DN,28.4,,3.5,54.0,738.0
AP,24.5,,1.4,87.0,2697.12
DU,22.4,,0.3,93.0,857.7
BR,15.1,0.6,1.5,99.0,2605.44
AL,29.0,0.0,3.2,56.0,1891.26
BM,32.1,,1.7,60.0,3822.72
AU,25.0,,0.4,93.0,1284.09
BK,20.6,,1.8,44.0,3312.6
CK,28.7,,2.7,67.0,1183.95
CB,22.3,,0.9,90.0,416.88
DO,24.9,1.1,0.7,79.0,687.78
BB,26.0,0.0,0.6,93.0,1432.8
CX,28.8,,1.6,85.0,1086.84
DC,25.9,,3.7,48.0,1935.0
AM,24.1,,2.9,75.0,2420.16
AR,25.9,1.5,3.4,100.0,2275.8
BQ,25.6,1.3,0.1,99.0,1587.3
CI,31.7,,1.8,69.0,3683.16
BM,28.4,,2.3,59.0,2081.28
CE,23.6,,1.5,63.0,1091.16
BR,26.5,,2.3,78.0,3597.12
AV,22.1,,0.3,98.0,1216.08
BB,27.6,,2.3,91.0,1299.96
AQ,25.4,0.0,0.9,89.0,635.94
AX,25.4,6.7,1.0,96.0,9667.2
DF,22.5,,6.1,43.0,2230.08
BL,23.5,23.9,1.5,95.0,547.92
BR,27.3,,0.9,86.0,4356.96
AI,25.3,,4.4,86.0,1232.16
BB,19.9,,1.7,80.0,1218.24
CF,25.7,,1.5,43.0,2797.92
AW,22.1,0.0,1.8,44.0,990.6
BU,25.1,,2.0,88.0,5231.04
AM,25.2,,2.8,80.0,2802.24
DP,27.0,0.0,2.9,75.0,3138.72
DO,22.9,14.1,1.8,100.0,659.52
BF,22.3,,0.9,70.0,9558.72
CW,20.5,,0.5,96.0,1173.12
DS,27.0,1.3,2.5,91.0,1420.92
DQ,24.7,0.9,1.1,97.0,877.68
AY,25.1,0.0,2.5,91.0,5144.88
BQ,25.8,,2.7,39.0,2874.6
BC,25.9,0.0,2.4,81.0,1308.6
BH,28.8,,2.5,81.0,3506.4
AB,29.0,,0.4,73.0,1015.92
AF,24.5,,2.0,63.0,2924.64
BT,32.7,,1.7,42.0,2356.08
DH,22.8,0.0,1.9,84.0,1253.7
BW,19.9,,2.3,87.0,3120.48
AC,19.0,,3.2,61.0,888.12
AG,29.1,,4.7,79.0,1058.88
AU,25.6,,1.4,72.0,1170.22
DD,27.2,0.0,4.4,78.0,4104.0
CW,29.3,,1.6,66.0,1529.76
AI,31.7,,2.8,58.0,3168.0
BE,17.8,,0.3,70.0,959.76
BX,23.5,,0.4,90.0,2701.5
BT,26.7,,1.4,56.0,3107.52
BS,26.3,0.5,5.4,89.0,3534.24
AH,21.4,,0.3,100.0,1214.88
DD,17.4,,3.0,86.0,1591.92
CO,27.8,,3.9,81.0,1912.8
BG,26.6,0.0,2.8,95.0,8899.2
AV,24.2,,0.7,92.0,1633.32
CF,29.7,,0.7,68.0,3015.36
CC,22.6,,1.1,99.0,917.4
CA,28.8,,3.3,82.0,3577.44
AI,26.5,,3.5,72.0,2757.12
BC,26.2,,2.9,75.0,1960.2
CH,27.9,,1.2,77.0,2141.28
BM,29.4,,2.8,73.0,3829.92
CX,18.9,0.0,1.8,82.0,1303.56
AG,25.6,,1.2,86.0,737.52
BQ,28.6,,1.0,73.0,3635.4
AU,28.8,,0.9,62.0,3410.69
CA,25.2,,2.6,81.0,1357.92
AL,30.7,,3.5,55.0,1849.86
CP,24.8,1.7,1.0,87.0,2183.1
CQ,32.9,,2.4,59.0,3792.15
CN,24.3,2.8,0.3,95.0,380.79
BQ,22.5,,1.2,97.0,388.5
AI,29.6,,1.5,66.0,3485.28
CY,30.1,,3.6,62.0,2388.6
DM,27.2,0.0,2.9,99.0,2280.72
AH,21.9,4.4,0.4,100.0,1012.56
CI,26.9,,2.6,81.0,4356.0
BF,28.6,,3.6,61.0,10005.12
AD,18.6,,2.2,81.0,704.16
AB,25.4,,1.9,86.0,1216.44
AA,26.9,,1.1,78.0,3505.92
CE,27.6,,1.0,88.0,1031.04
AF,27.6,,3.0,76.0,2994.24
BG,33.2,,2.2,58.0,9028.8
AJ,20.1,,3.4,74.0,3997.44
DD,23.0,,1.9,91.0,1085.76
CE,25.0,,0.9,86.0,1029.96
DL,26.4,4.1,0.8,95.0,2304.48
DI,22.6,,0.0,97.0,592.2
BH,30.1,,2.7,66.0,3419.28
CT,28.7,,2.3,83.0,1209.96
BB,26.8,,4.8,77.0,1635.3
AG,22.5,,2.3,54.0,581.04
CW,21.5,,4.8,72.0,1435.56
AQ,24.6,,0.6,88.0,577.44
BG,25.4,,2.0,81.0,8685.36
DR,23.9,,2.6,98.0,3163.08
BK,24.2,,2.4,79.0,1012.2
AP,21.1,,0.5,59.0,1906.08
CH,33.6,,1.8,56.0,4677.12
AZ,22.1,,1.5,78.0,2707.68
AY,24.2,,2.9,59.0,5333.76
DL,31.1,,2.9,73.0,2334.0
BM,29.1,,1.2,69.0,3768.48
AV,24.3,,0.9,97.0,920.16
DS,27.0,2.0,3.5,94.0,1592.1
AB,26.8,,3.0,63.0,1382.58
CO,22.9,,1.1,88.0,808.56
DG,27.3,4.2,2.3,75.0,2717.52
CT,25.3,2.0,0.7,99.0,1346.58
CX,24.9,,0.8,98.0,1249.56
BD,14.3,3.2,1.6,89.0,730.5
DN,23.9,0.2,0.4,97.0,724.68
DA,25.5,0.0,2.4,87.0,3710.88
DO,31.0,,2.6,66.0,1389.42
BI,26.8,1.7,3.3,92.0,2199.3
AV,14.6,,1.2,72.0,1107.0
AP,23.2,,0.4,80.0,1215.36
CZ,26.6,0.0,1.4,81.0,1491.84
CZ,30.4,,1.2,58.0,1445.76
DB,26.6,0.0,3.0,79.0,5368.32
AV,13.8,0.6,2.3,95.0,1125.36
BF,21.5,,0.8,92.0,9698.4
AP,25.2,0.0,3.2,87.0,4241.28
BJ,26.5,,2.6,83.0,2969.28
CJ,17.7,,2.4,89.0,542.52
BB,29.4,,2.9,75.0,1439.64
CY,18.8,,1.1,75.0,1012.32
AC,31.3,,1.5,63.0,1688.76
BY,26.3,,1.0,83.0,2744.46
BJ,22.6,,2.9,53.0,2843.28
CQ,25.9,1.9,2.1,96.0,4124.1
DO,31.9,,3.6,71.0,1394.1
DL,29.2,,3.6,57.0,2309.52
CD,26.0,0.0,0.9,76.0,4151.16
AX,25.4,,2.2,72.0,8113.2
CO,31.0,,1.8,70.0,1642.08
BJ,19.5,1.4,1.1,91.0,2862.72
BD,25.6,,0.8,77.0,823.5
AX,19.0,,4.0,63.0,6406.8
DE,21.1,,0.6,85.0,709.2
BO,24.3,0.0,1.0,84.0,1223.4
CU,28.1,,3.5,57.0,3424.32
DK,20.7,,4.1,52.0,1698.24
CI,25.8,,2.4,95.0,2241.72
DM,28.1,,3.2,97.0,1063.2
AU,30.5,,1.3,49.0,3132.26
AL,22.6,,0.9,97.0,1453.32
DV,30.1,,1.8,60.0,980.88
BD,17.8,,0.2,88.0,752.4
DJ,23.7,,3.7,58.0,1520.64
DD,25.7,,5.5,82.0,3875.76
BJ,25.8,,1.6,90.0,2877.36
AA,26.7,,1.1,85.0,1532.16
CK,23.1,,2.9,84.0,399.33
DF,27.4,,2.1,85.0,2443.2
AA,28.5,,3.0,78.0,3840.48
CG,26.2,0.0,1.7,81.0,630.72
AB,25.8,,2.8,83.0,1238.04
DF,24.8,,2.0,62.0,1326.72
AK,28.3,0.0,2.2,77.0,2443.92
AS,25.0,,1.2,82.0,686.88
AJ,26.3,,2.5,94.0,3259.68
BS,25.5,0.0,3.3,86.0,3792.48
CZ,23.5,0.0,0.9,97.0,3004.32
AB,26.1,,1.7,80.0,2743.92
CE,30.7,,1.6,67.0,3290.58
CZ,29.5,,3.7,67.0,3079.2
BB,28.7,,3.9,70.0,2786.4
BR,16.0,,1.0,100.0,538.56
BG,27.7,0.0,2.5,87.0,8867.52
CD,17.6,,1.5,83.0,3878.28
CI,26.2,,2.5,63.0,3376.08
BG,23.7,,1.0,89.0,8651.52
DG,27.3,,2.4,68.0,2446.56
DG,16.5,,2.8,68.0,1517.28
CB,25.4,,3.4,82.0,2431.44
DL,32.3,,1.9,66.0,2366.64
CV,32.8,,3.0,60.0,6354.0
AY,28.6,0.0,2.5,78.0,5771.76
AS,28.2,,1.5,48.0,1307.52
AP,30.6,,1.7,52.0,4454.88
DP,28.4,,2.9,66.0,2895.36
AY,29.9,,2.1,71.0,11828.4
DC,27.0,0.0,8.6,79.0,529.2
AF,24.7,,0.4,97.0,1112.16
BL,28.6,0.0,2.5,78.0,3481.92
CR,25.2,,1.1,90.0,3507.64
AQ,33.5,,1.7,57.0,616.68
CM,26.7,,1.4,99.0,1102.32
BC,20.1,,3.5,88.0,1309.5
CO,30.2,,2.9,49.0,1487.28
CZ,17.6,,0.8,93.0,837.6
BX,32.5,,2.7,48.0,3201.9
CV,24.6,,1.9,53.0,2329.2
CS,28.6,,5.0,61.0,1962.24
AO,34.1,,4.0,51.0,1886.31
AM,27.5,,5.6,88.0,3029.28
AK,23.9,0.0,1.2,89.0,2318.16
AV,29.7,,2.0,82.0,1724.76
DP,24.1,,0.3,81.0,2439.6
AZ,26.3,,0.0,100.0,2819.52
DL,30.7,,2.4,54.0,2373.12
BT,27.7,,0.9,74.0,1907.04
BB,27.1,,0.7,75.0,1447.56
DO,18.6,0.0,0.4,86.0,939.06
BY,27.7,,1.7,91.0,2523.24
AA,31.2,,2.3,61.0,3566.88
AT,26.8,,0.6,78.0,1641.12
BS,23.1,,0.7,95.0,2294.88
DM,23.8,,1.8,86.0,877.56
BZ,27.1,0.0,3.0,93.0,2309.1
BV,22.1,,2.8,68.0,1962.0
AF,24.9,,2.5,85.0,3008.64
BK,24.7,7.8,5.4,97.0,5498.4
BL,31.6,,2.0,50.0,3173.4
AK,17.7,0.0,1.6,73.0,1555.2
AW,26.8,,1.9,82.0,1095.3
DA,29.1,,1.9,71.0,4211.52
CK,32.3,,4.6,60.0,1472.13
AZ,27.1,,1.4,91.0,3386.88
BH,25.8,,0.7,76.0,3333.24
CS,21.5,,0.9,92.0,2312.64
DB,25.6,,2.4,82.0,1434.96
DQ,23.1,,2.0,63.0,1224.0
DE,20.2,0.1,2.0,100.0,1003.2
BJ,31.6,,2.5,66.0,2991.6
DP,19.7,,2.4,67.0,1324.8
DT,25.2,,2.0,89.0,498.78
AO,21.6,0.4,3.2,100.0,2065.68
AD,25.1,0.4,8.8,95.0,792.9
DJ,26.9,,3.9,69.0,1811.16
AJ,22.4,0.2,1.7,99.0,3951.84
CE,29.4,,3.1,78.0,2349.0
DI,20.2,,0.0,100.0,672.84
DE,28.9,,3.0,67.0,2860.2
DK,24.2,,2.0,91.0,513.84
DN,22.1,,1.4,90.0,640.62
AM,24.2,,0.0,89.0,2274.24
AK,21.3,,0.0,91.0,1521.6
AM,27.9,,4.8,84.0,2500.32
CB,25.7,0.2,3.4,99.0,505.08
BJ,22.3,,0.5,94.0,2840.16
BH,35.6,,2.8,51.0,3536.64
BB,29.7,,3.2,66.0,2983.32
AJ,22.7,,1.5,93.0,4441.92
DF,27.4,,1.9,93.0,974.4
BC,26.3,,2.3,83.0,1158.6
AJ,20.6,,5.1,86.0,4087.68
AR,26.6,1.5,1.5,96.0,959.1
DP,27.7,0.0,7.1,77.0,3041.04
DK,24.2,,3.2,63.0,1904.64
CK,24.1,,1.2,58.0,693.27
CV,29.5,,2.5,62.0,6307.92
BS,23.0,,1.6,70.0,2443.68
BR,25.9,,1.9,60.0,3637.44
DR,27.1,,2.8,78.0,3402.72
CW,22.4,,0.2,87.0,910.86
AS,23.4,0.2,1.2,98.0,1419.84
AI,28.4,,5.0,67.0,3145.44
BO,24.5,0.0,2.7,81.0,5061.0
DE,21.9,,1.1,90.0,815.4
AI,27.8,0.3,5.3,92.0,3652.8
DK,25.0,3.1,8.7,92.0,2406.72
AR,24.6,,3.0,60.0,1167.3
AT,28.4,,0.7,72.0,1273.44
DQ,27.2,,2.2,69.0,1124.28
AJ,23.4,,8.4,100.0,3384.48
CR,19.6,,1.8,78.0,3974.44
CV,27.2,,1.2,89.0,6599.52
DV,29.8,,2.7,66.0,1312.56
AO,27.5,,5.3,86.0,1780.38
DV,30.2,,2.6,77.0,1239.6
CA,24.7,,0.3,87.0,868.32
BO,26.8,0.4,2.5,92.0,5371.2
DS,28.6,,2.8,80.0,1447.38
CZ,23.5,,1.4,43.0,1920.96
AR,26.9,12.0,4.0,100.0,1789.8
BL,29.8,,4.1,62.0,3175.2
BA,25.7,,3.0,55.0,15450.4
BD,30.2,,2.1,68.0,744.9
BU,28.5,,1.9,83.0,5620.8
AE,28.8,,2.5,65.0,1993.68
AK,25.6,,2.0,79.0,2199.36
DT,31.0,,1.9,63.0,1598.58
AM,27.3,,4.3,84.0,2847.84
BJ,23.4,,0.2,97.0,2877.36
BE,20.9,,3.6,60.0,753.48
DG,22.3,,2.7,88.0,1604.16
BQ,28.0,,1.9,59.0,3450.6
CI,22.1,,3.1,60.0,2594.88
DJ,26.8,0.0,7.1,80.0,1832.76
BY,29.9,,1.4,72.0,3591.0
BC,26.7,,1.9,91.0,1184.4
BK,28.1,,4.4,71.0,4956.0
AE,15.5,1.0,3.2,95.0,2188.8
CB,27.4,,1.2,76.0,2565.0
AG,24.0,,0.2,98.0,317.04
CH,27.0,0.0,2.7,79.0,4412.16
BP,31.0,,2.7,70.0,3281.4
BA,25.4,0.7,2.6,88.0,22512.0
AG,25.6,,3.0,78.0,937.68
CY,27.6,,2.3,77.0,2379.24
BN,23.2,13.9,2.2,99.0,3437.7
CF,27.2,,0.9,97.0,2903.04
DQ,31.6,,3.0,54.0,1728.36
CP,26.3,,1.9,81.0,2376.0
BY,19.0,0.0,3.3,83.0,2020.32
DF,25.1,,1.7,96.0,2990.88
DR,28.0,,5.7,71.0,3167.52
AY,29.7,,2.4,68.0,8294.16
BV,27.3,,2.5,88.0,2680.2
CG,25.5,0.0,2.2,82.0,606.96
DQ,25.0,,1.6,79.0,957.24
BY,26.4,,0.8,79.0,2296.44
AV,20.5,,0.9,100.0,1462.32
CI,27.5,,2.2,85.0,2965.68
CP,24.3,0.0,1.0,93.0,1952.7
DN,25.6,,0.6,67.0,717.48
CF,29.5,,5.1,80.0,2880.0
BO,29.6,0.0,2.8,60.0,5158.8
BV,28.5,,2.4,73.0,1835.28
DK,23.7,,4.5,35.0,2037.12
AA,26.0,,1.4,70.0,1986.72
CU,30.6,,1.3,65.0,4215.36
DH,27.1,,1.0,97.0,569.34
AC,28.3,,3.9,60.0,3561.48
AQ,26.7,,1.6,74.0,432.72
DG,22.1,,2.1,67.0,1994.4
AP,24.9,,3.0,66.0,3778.56
AO,30.7,,2.4,54.0,1906.02
AI,21.4,,4.0,64.0,2048.64
BH,28.7,,2.4,80.0,3519.72
AO,32.9,,2.8,49.0,1543.95
AR,27.9,,1.0,73.0,1278.3
CU,31.9,,4.9,69.0,4494.72
BX,29.2,,1.6,68.0,2957.7
AY,26.0,0.8,0.8,97.0,5634.0
DI,24.8,6.7,0.2,100.0,1454.22
BB,21.9,4.2,0.4,97.0,2520.0
AE,25.8,,2.3,73.0,2078.64
CB,18.1,0.0,4.3,76.0,977.4
CM,28.2,,3.8,63.0,390.42
CJ,26.8,,1.4,92.0,966.96
BL,28.6,,2.8,69.0,2281.32
AE,32.6,,3.1,57.0,2223.36
CH,28.1,,4.6,83.0,3456.96
BH,28.2,,2.2,72.0,3489.48
DN,23.6,,0.3,88.0,1047.06
AH,18.1,0.0,0.3,100.0,1179.36
CL,28.9,,1.8,84.0,2043.18
DT,23.1,3.8,1.2,97.0,1198.62
CZ,33.3,,2.2,61.0,2868.96
AO,27.7,,2.6,65.0,1580.4
DA,24.5,,0.9,92.0,2146.56
DI,28.1,,1.0,82.0,2030.22
CV,27.7,,2.2,61.0,6287.04
CU,23.3,0.2,0.2,100.0,3753.12
DV,25.0,4.6,0.6,99.0,450.96
DN,23.8,,1.5,88.0,1073.7
CJ,30.7,,3.5,64.0,1219.68
DC,25.6,,2.4,82.0,918.36
DS,28.1,,2.3,82.0,1042.56
AW,25.8,6.2,1.2,95.0,1089.0
DF,28.1,,2.4,56.0,1377.12
CQ,25.0,,2.2,41.0,5242.8
AA,27.2,0.6,3.5,91.0,3138.24
BK,28.1,,3.9,79.0,5740.2
CK,29.2,,1.5,60.0,669.51
CY,20.3,,1.6,87.0,1241.64
BT,29.6,,1.6,71.0,2047.44
BP,25.2,,0.6,73.0,741.96
BK,27.5,,0.9,74.0,1043.4
BN,29.7,0.0,2.4,86.0,3381.3
DR,16.9,,3.9,94.0,2369.16
AR,23.0,,1.0,86.0,914.4
BH,27.3,1.3,4.5,91.0,3520.44
DN,28.5,,3.0,79.0,1084.32
AY,22.2,5.8,3.9,100.0,9765.6
DL,27.5,,3.3,71.0,2254.32
DO,28.2,,2.1,86.0,1348.92
DU,29.0,,1.5,75.0,1670.04
DC,24.7,7.8,5.4,97.0,2108.88
CT,20.0,,0.2,99.0,1081.98
DG,23.5,,3.2,73.0,2364.24
DG,29.5,,3.1,65.0,2508.48
BB,24.4,,1.3,76.0,1155.6
DC,25.1,0.0,2.5,91.0,523.8
CP,19.0,0.0,1.0,84.0,1750.8
AD,26.9,,3.7,52.0,821.7
AA,27.4,0.0,2.7,74.0,3933.6
AA,29.0,,3.8,52.0,2711.04
AP,31.6,,4.2,65.0,4883.52
BK,26.9,,2.6,84.0,3196.2
BL,27.7,0.0,3.4,71.0,3272.4
BU,26.6,0.4,4.7,98.0,5023.2
AX,24.3,,2.7,39.0,7852.8
CE,24.3,,1.2,89.0,738.36
CC,26.2,,1.0,99.0,935.64
DM,28.8,0.0,2.1,85.0,2145.48
DC,32.3,,3.2,65.0,2553.84
AJ,21.7,,3.5,91.0,3375.84
CP,22.0,,1.7,86.0,1163.7
AB,28.8,,2.9,80.0,2794.68
BA,29.9,0.0,5.4,64.0,24544.8
CZ,26.0,,0.2,65.0,963.84
BE,28.2,,1.1,69.0,1488.96
CM,24.8,,1.5,89.0,644.04
DH,23.6,,0.5,85.0,538.56
CI,21.5,,2.3,97.0,1890.36
AI,20.5,,3.0,85.0,960.48
BB,26.1,,3.2,86.0,1180.08
DL,25.0,,0.9,89.0,438.24
BB,19.2,,1.2,44.0,1323.36
AF,28.0,,3.8,67.0,2485.44
AY,31.3,,2.8,66.0,6411.6
BH,25.9,,2.9,59.0,3234.6
AU,24.3,,0.9,88.0,1745.42
AI,27.3,,0.0,93.0,1424.64
AQ,19.3,,1.7,80.0,657.18
CB,27.5,,1.2,84.0,2418.12
BT,21.2,,1.2,54.0,1262.16
AE,25.6,0.2,1.7,95.0,1984.32
AL,30.9,,3.9,50.0,1776.6
DF,25.8,,1.4,90.0,1292.64
AN,30.6,,2.7,75.0,2454.24
BX,24.4,,2.6,81.0,2629.2
CW,21.0,,1.9,66.0,1582.2
DP,25.9,,3.2,59.0,2413.68
AO,27.7,0.1,0.6,83.0,1839.87
CS,28.4,,1.6,77.0,2003.04
DU,27.5,,0.5,86.0,1632.6
AP,27.7,,1.6,82.0,3845.76
DM,23.0,,0.7,97.0,408.0
DQ,24.7,,2.7,51.0,1175.04
AI,24.7,3.1,5.2,97.0,1935.36
DE,25.5,,2.7,59.0,1324.8
AF,23.2,,1.8,97.0,1016.64
BJ,18.9,,0.7,86.0,2846.88
CQ,24.0,0.9,2.8,91.0,3720.6
AI,28.5,,0.5,70.0,2974.56
AK,25.5,0.7,2.9,92.0,2321.28
CC,28.2,,3.3,81.0,1075.08
AD,26.7,,1.9,53.0,755.1
BG,27.8,,1.4,74.0,8782.56
AZ,33.5,,1.1,67.0,3418.56
DP,22.3,,0.8,86.0,2040.48
AK,22.5,,0.7,83.0,1595.04
AL,23.7,,3.7,37.0,1098.9
DR,28.0,,2.6,80.0,3525.24
BU,26.3,,3.9,64.0,6952.8
BR,28.1,,1.5,49.0,3853.92
BA,27.7,,2.3,73.0,23520.0
DP,20.0,,1.6,82.0,2057.52
BX,18.7,,2.2,69.0,2598.3
AZ,26.9,,2.5,73.0,3028.8
DO,22.5,,1.0,86.0,961.92
CT,29.5,,3.0,85.0,1486.44
AI,31.6,,3.1,72.0,3654.72
DS,20.6,0.3,5.3,92.0,1387.44
DS,27.8,0.0,3.4,84.0,935.1
BC,25.5,1.5,3.7,93.0,2037.6
BM,19.3,,1.9,43.0,514.56
CD,26.4,,1.3,63.0,4021.2
AD,27.6,,2.5,85.0,753.66
DK,26.4,,2.5,79.0,2273.04
AV,29.3,,2.4,85.0,1757.16
CR,18.8,,2.6,71.0,3102.41
AA,25.5,3.7,3.0,96.0,1768.8
DO,29.9,,3.0,59.0,1349.28
CR,25.5,,0.7,84.0,3494.49
DR,22.3,,2.4,93.0,1725.48
BU,26.1,,1.7,71.0,5117.76
AW,17.3,0.1,1.2,95.0,1025.1
AP,24.4,0.4,0.8,100.0,1201.44
AX,30.5,,1.0,67.0,10425.0
CC,27.8,,1.7,94.0,958.8
BZ,27.7,,0.8,94.0,1733.7
BE,27.2,,0.9,66.0,1447.2
BW,20.0,,2.2,79.0,2605.32
CZ,29.7,,2.2,61.0,3223.68
CO,21.7,,2.2,91.0,740.64
DC,26.3,0.0,3.2,95.0,506.16
BA,29.0,,1.9,70.0,17074.4
DA,30.5,0.0,4.6,68.0,2868.0
CY,30.2,,0.5,66.0,2216.16
CV,26.8,1.7,3.3,92.0,2662.56
AU,24.3,,0.1,90.0,1749.62
CN,27.9,0.4,1.1,83.0,444.33
BK,28.5,,3.0,78.0,5415.0
AM,24.1,,2.9,88.0,2832.48
CY,24.6,,3.0,60.0,1355.04
BA,19.7,,0.5,60.0,12387.2
AJ,29.5,,2.4,82.0,4641.6
DK,25.5,,2.3,76.0,2144.88
AV,24.5,,0.2,100.0,944.64
CI,29.7,,3.4,65.0,2892.24
DG,29.6,,3.8,53.0,2550.0
CW,24.0,,0.3,94.0,1227.84
BD,30.3,0.0,1.8,65.0,699.6
DM,26.2,,3.6,97.0,988.08
BU,24.3,,1.9,90.0,5879.04
CR,27.9,,2.8,78.0,3507.82
CR,33.2,,2.1,62.0,3310.89
AP,24.0,,0.6,84.0,1823.52
CT,28.3,,1.1,79.0,1330.92
BX,30.1,,1.2,61.0,3868.5
AK,23.6,,0.1,94.0,1665.6
AN,27.9,,4.5,87.0,1696.8
AV,27.2,,2.7,94.0,960.48
BP,22.3,,0.6,83.0,406.8
CL,29.0,,2.4,76.0,2262.96
AO,19.7,,0.2,82.0,1842.57
DE,26.0,,2.5,75.0,3437.4
BB,16.9,,2.1,72.0,1662.48
DA,29.2,,3.9,70.0,4371.36
DF,21.2,,2.3,92.0,1029.6
DH,23.8,,1.1,93.0,544.68
AG,23.0,,1.8,62.0,1064.4
BC,16.7,,0.2,95.0,1086.0
BC,28.4,,1.9,85.0,1317.9
BJ,26.3,0.1,2.0,77.0,2844.72
