housing_median_age,total_rooms,population,households,median_income,median_house_value
26,1930,307,138,2.6023,139300
13,7689,3264,1198,3.653,146800
30,806,326,146,2.8155,101000
19,1048,493,184,2.2917,118200
15,1117,551,229,2.6319,97700
18,6501,2954,1373,2.5373,143000
27,3436,1568,709,2.4273,138400
17,7635,3096,1227,4.2917,184300
41,3471,1680,710,2.6701,139000
52,1280,523,266,1.7375,122200
20,2024,879,309,5.2903,239400
17,3949,1683,686,3.3802,216500
48,1127,530,186,3.0917,128100
23,1654,787,299,4.2723,193100
10,2509,1037,389,6,220100
17,3353,1417,447,5.1721,237100
15,10282,3868,1300,6.4789,287800
27,771,315,111,8.4882,276600
22,2750,1161,428,4.2143,236500
22,1816,832,278,5.07,233000
20,2104,745,314,4.1685,217500
13,3480,1432,532,6.1642,277800
18,2541,1276,405,5.1857,220100
16,1608,792,286,3.1583,239200
11,4552,2006,623,4.3962,264400
14,2028,781,251,6.5322,394000
11,4897,1931,616,7.7499,334800
16,1584,613,226,6.0302,273100
16,2807,1201,429,4.7941,247600
5,9137,3667,1294,5.4896,229600
12,3605,1556,549,4.9,203700
19,3869,2086,685,2.6065,154900
14,3323,1527,540,5.3451,172100
22,7173,3526,1316,3.3941,135900
6,4223,1747,631,5.419,267400
6,4664,2105,663,6.0804,198700
10,7277,3507,1131,4.485,179400
21,4812,1985,1045,2.5083,128500
33,4384,1775,789,4.05,134700
9,5558,2717,1043,3.6455,139200
21,2253,1050,411,3.141,220100
14,1449,670,232,4.3897,186300
7,4185,2147,706,4.0519,129200
36,3903,2313,804,2.655,86300
52,493,189,94,2.108,83800
41,4374,2387,959,2.3611,87900
3,20214,8361,3112,4.2259,169300
47,2901,1276,578,2.1366,101900
43,1292,647,249,2.7188,85300
12,1198,443,170,6.0097,187500
6,3819,1738,587,5.8718,201400
7,9003,4445,1591,3.816,147900
11,1851,1049,369,3.5288,141100
18,549,249,136,0.8691,136500
13,3813,1513,783,2.0807,142600
8,3418,1312,409,6.3914,218000
5,12259,4819,1582,5.4498,217300
14,5094,1974,705,5.5205,188700
15,2615,1063,428,3.7904,173200
23,1419,706,269,3.1875,110200
45,907,463,190,2.2292,92000
11,2521,1390,477,3.5265,124800
20,3118,1405,519,6,209400
21,3691,1758,603,3.5607,151900
8,4114,2268,716,4.4085,139400
15,4488,2114,805,2.9484,124400
19,3568,1714,590,4.0862,162700
16,3155,1630,540,4.0282,126400
16,1210,726,222,2.7083,82100
19,2531,1206,429,4.4958,192600
16,2094,1092,357,4.4769,191400
45,2019,1104,407,3.1691,108700
31,1297,765,240,2.7656,93600
10,653,407,146,3.3889,110800
23,1750,1012,315,3.4706,99300
45,1529,793,281,2.9866,91300
9,5927,3369,1176,2.8194,111300
16,2069,889,299,4.6771,212000
21,4064,1847,859,3.0321,135500
24,2558,1149,403,4.0679,190500
42,410,706,112,1.0179,125000
15,5301,2335,831,4.515,164000
34,2144,899,378,3.3021,158800
15,4145,1872,680,4.3553,220600
16,2544,1199,412,4.5129,196300
14,3888,1830,844,1.8238,158600
17,1475,943,363,2.1287,55300
14,2267,1140,369,4.7019,212800
12,3676,1572,510,4.8214,201900
13,1467,688,231,5.2536,191900
16,1106,505,187,5.0126,192300
18,1931,1271,377,2.7463,156100
14,4239,1729,794,2.4278,167700
14,1710,839,297,4.7143,150700
22,1931,1009,407,2.75,153200
17,2289,1182,397,2.3696,166800
17,3403,1540,622,3.6354,162900
21,4059,1874,693,4.8051,174300
17,4786,2066,770,3.9734,185400
4,170,93,27,10.9891,312500
25,2691,964,373,3.9196,142700
17,1819,736,283,2.8603,128900
15,4126,723,266,3.0147,118800
16,868,44,21,3,175000
14,10098,701,254,4.0819,141300
22,8259,845,353,3.3699,244000
24,2069,909,374,2.5326,139100
20,4570,2125,815,3.0403,148000
8,3758,1744,661,3.1972,151500
25,2220,912,449,1.8914,87800
26,2023,922,365,2.8125,83500
20,1511,791,320,2.0221,70900
23,2679,1424,529,2.8812,81900
20,1349,601,203,3.5417,96600
15,1666,816,316,2.9559,118800
35,383,202,72,2.6458,102500
23,1017,387,152,2.2656,88200
15,1291,582,242,2.1216,102000
15,3763,717,348,2.2019,130500
9,1955,294,122,3.9583,126500
8,1116,27,39,2.5893,83000
16,2534,638,244,2.2101,88800
18,1234,543,201,2.5156,71900
11,513,204,86,2.375,100000
47,2149,965,419,1.7829,55900
18,3406,1567,617,2.2717,75900
10,1262,510,209,2.1667,92800
19,785,366,140,3.0625,82500
22,1334,597,222,2.2132,89200
24,1629,641,274,2.2067,69600
31,3127,1345,580,1.5774,58000
38,725,219,115,1.625,75000
19,897,276,110,2.9554,89400
25,958,28,16,2.625,67500
36,1597,632,262,3.5962,93600
21,3229,1501,582,2.1524,77100
10,1572,247,104,5.8453,193800
11,919,69,43,1.6944,137500
23,1127,215,85,3.4844,143800
15,1717,501,206,3.6477,113400
17,1944,384,172,1.6875,111500
14,5156,616,281,3.3462,145200
38,1214,723,236,2.5469,87800
42,1178,804,283,2.9688,92900
36,730,476,142,2.4306,88900
41,1248,770,250,3.025,90600
19,4592,2769,838,3.3622,105100
15,1386,703,185,3.6415,124200
45,2881,1470,515,3.3687,123800
52,1797,905,313,2.7054,141700
52,2274,1167,504,2.0284,101600
37,2337,948,437,3.145,169100
24,950,383,182,3.0694,125000
43,2862,1878,675,2.1151,96700
29,1157,2027,253,1.6389,155000
10,642,462,186,2.1528,162500
27,1342,844,484,1.1194,95800
44,917,666,220,1.685,114200
46,1680,1570,435,2.0436,82300
34,3676,2653,682,2.5804,92400
38,1156,877,200,1.4514,79900
40,1166,976,244,1.95,84800
52,201,130,24,2.025,125000
45,131,89,31,2.6071,112500
31,4163,3928,1076,1.6943,85900
27,3960,2807,838,3.024,122500
32,1625,1212,327,2.7596,82200
33,2070,1851,467,2.4667,80700
33,3974,1398,528,7.2519,216600
25,2396,951,314,8.2405,235200
28,1650,557,211,7.6632,204800
14,9286,3565,1238,6.6635,219600
7,9376,3570,1107,8.5326,315200
52,3307,1269,529,4.3176,136200
30,2953,1406,580,2.6895,150000
52,1992,948,358,3.2917,129300
51,1806,709,298,3.575,125500
48,1915,1060,376,3.4044,117900
38,1383,649,232,5.0194,148900
41,1707,660,269,3.8618,134800
32,2837,1393,595,2.3798,118800
24,4481,2398,823,3.864,123400
34,2316,956,389,4.337,157800
29,124,50,18,12.5381,112500
28,3747,2399,646,3.8682,116500
31,914,556,161,3.7344,115300
46,2189,866,389,3.1384,111500
32,1979,954,444,2.4408,117300
37,1586,675,305,2.9583,132100
37,1462,849,287,3.0542,123900
32,4251,2494,798,2.8173,110800
33,2275,1691,459,2.7452,98100
27,2341,1272,415,3.0208,112700
30,3153,1544,575,3.4491,133800
36,1380,598,262,3.1667,122900
35,1599,721,287,4.125,120700
43,633,292,135,1.1601,121400
49,2527,1344,451,4.0833,114400
32,2215,771,311,4.3542,142600
20,1682,706,291,4.0966,140100
21,2468,1164,385,4.0625,136800
26,3014,1832,485,4.8333,127900
35,3306,1742,673,3.7109,109100
30,1198,1019,214,3.0509,82700
35,1468,1168,261,2.2222,81300
35,793,669,128,4.0156,89300
37,987,551,191,3.5865,112000
42,943,466,203,3.1458,116000
33,2074,911,420,2.87,117600
29,3181,1603,706,3.25,112500
32,2885,1509,590,3.1795,125600
22,4179,2096,1013,2.4435,118500
26,2420,1383,469,3.5403,113500
35,1764,1094,353,4.1528,113900
36,2284,1425,405,4.0526,104500
36,2386,1176,374,4.5122,113300
15,4836,3012,1240,2.1865,129300
31,1273,686,254,2.4922,109400
34,1577,880,284,4.6327,116000
12,3539,1987,859,2.1023,103700
32,2349,1479,425,3.9118,114100
30,2992,1521,507,3.9128,126900
32,1814,903,306,4.1776,118700
33,1371,715,227,4.375,129900
20,5998,3185,1199,3.2731,113900
33,2433,1466,517,3.0437,110800
29,2320,1358,415,3.7333,121400
35,2552,1840,551,2.2548,113300
25,2886,2327,577,2.3851,113700
32,1263,508,180,3.6667,314100
23,4487,2609,778,4.2788,148700
15,14281,7540,2245,4.3222,138000
4,80,55,13,7.7197,193800
25,1858,1311,331,2.7083,87800
34,1231,841,199,2.6442,92000
33,3084,1753,449,3.05,97800
9,5455,3015,858,4.2321,162800
24,2316,1829,532,1.6955,86800
31,1192,1013,283,2.0742,76200
38,2228,1697,530,1.9052,83400
21,2634,1376,406,4.2589,152200
16,10072,5913,1909,3.0606,119500
26,3042,1720,551,2.76,95200
34,2101,1150,377,3.0909,98300
26,2372,1647,612,1.4719,88600
32,1617,1153,385,3.016,96600
18,3307,1738,457,4.566,116900
12,9966,5008,1492,4.5625,171300
15,1929,1237,316,4.4063,128500
21,2050,1153,336,4.84,116400
20,2451,1785,456,3.3966,115000
17,2727,1691,448,4.8371,160600
21,2394,1291,381,4.2099,138700
8,12106,5810,1717,4.9886,158100
23,2000,1361,388,4.369,121100
35,2051,1466,425,3.6711,108200
21,3736,2021,640,4.4545,142400
24,7779,3996,1765,2.1764,135300
12,6751,3266,1134,3.8529,145500
36,3791,2258,672,3.2067,124700
14,13562,7600,2086,5.2759,182900
34,1293,774,217,3.8906,141000
29,1430,872,283,4.0833,141000
35,352,184,57,3.6691,137500
19,256,101,28,5.3269,375000
26,2925,1921,501,3.1859,153100
17,3583,1587,719,2.6979,75000
21,5675,2834,865,4.2263,203200
30,5398,2672,864,4.4762,163900
29,266,136,40,1.625,164300
6,575,318,88,7.0215,257100
3,1240,519,146,7.5408,271900
17,3196,1581,462,5.9333,229400
7,10223,5205,1509,5.4872,203400
7,3797,2369,720,3.5525,137600
16,693,365,176,2.3417,191700
25,2999,1396,458,5.6973,164800
2,17978,7305,2463,5.1695,220800
15,1864,1006,288,7.2379,251000
25,5187,2725,860,4.1865,154300
24,2807,1653,509,4.8167,163300
21,1839,871,307,3.4459,198800
12,2290,728,228,6.1561,233500
16,4157,2036,594,6.155,246400
22,2620,1324,362,5.3735,214600
17,338,200,46,7.8118,244200
19,4741,2903,796,4.3723,135600
17,5364,3754,936,3.2857,139100
31,2529,1504,426,2.9821,115600
28,2101,1061,348,4.55,146800
12,9016,4285,1457,4.9984,169100
34,1565,1142,328,3.6979,99600
15,6248,3795,1128,4.1264,124600
12,7923,4861,1385,4.2985,139200
29,932,711,172,4.8214,143400
26,2481,2411,552,1.7059,85800
34,559,532,137,3.0687,88500
19,1891,1693,416,2.7813,112900
29,1625,1046,320,3.1985,117300
28,2787,1684,467,4.0256,127100
16,4112,2821,857,3.0122,114700
19,4780,3043,766,3.7431,132800
21,713,476,142,3.5208,121100
33,919,724,235,3.4028,110500
34,2086,1501,395,3.2311,105600
35,1566,1056,279,3.5227,105400
31,2191,1564,450,2.6776,122000
18,3869,2500,726,3.6583,126100
26,2970,2156,558,3.9522,124600
21,3491,1920,669,2.2241,127300
10,9738,4936,1840,3.3187,144800
14,10395,6295,1855,4.7295,149900
7,10235,5271,2094,3.6071,159100
22,3611,1869,649,4.2207,141100
5,2589,1109,360,6.8089,334100
16,5418,2690,1088,4.0556,158000
24,3044,2541,564,4.131,123800
21,722,770,165,2.5656,102500
22,2855,2453,624,3.1312,91000
4,6755,2866,850,5.0493,239800
36,838,722,180,2.4861,96200
14,1731,1269,351,2.3654,107900
19,2472,2143,610,2.2372,108800
33,2076,1374,480,2.2197,138200
40,1196,1052,258,2.0682,113000
35,1755,1453,428,2.316,119400
39,679,769,179,2.3036,110600
42,765,590,177,1.6875,113500
7,3586,2695,877,2.4387,117000
13,3239,2751,813,2.6111,107000
16,1739,1235,420,2.2969,116100
37,621,443,135,2.3333,122800
27,1786,939,278,5.1929,165000
17,2772,1685,461,5.0464,163900
30,701,356,125,3.2917,144300
34,1511,773,265,3.5313,142100
4,8207,3887,1304,4.8686,195300
28,895,346,115,5.4788,339300
6,16431,8222,2553,5.2861,195100
6,202,75,28,4.125,216700
6,502,228,65,4.2386,500001
9,6538,2928,892,5.3006,221400
25,6964,3240,1036,5.2898,177100
18,8136,4976,1516,3.9414,137100
13,8010,3920,1309,5.536,204800
18,6450,3716,1113,4.2721,150300
23,2949,1671,477,5.195,161000
15,7626,3823,1415,3.4419,138100
2,17470,5964,1985,6.2308,257900
20,688,575,144,3.55,111000
22,2397,1347,403,4.46,189800
7,2191,1156,310,5.5362,195600
5,5846,3258,1001,4.7965,160800
14,3776,1877,559,5.1365,215000
15,2857,1361,382,4.6875,189800
2,12837,4636,1453,5.1512,187800
17,2678,1225,367,5.363,211300
12,3964,1707,549,5.1624,267900
10,5600,2573,788,5.0346,240500
16,1171,659,216,3.1103,110000
14,2300,1001,311,5.1045,161300
15,3991,2317,657,2.9542,127900
16,3498,2372,672,2.3229,118000
13,4770,1985,662,4.2273,295200
8,1954,973,321,4.4875,249100
9,7538,3450,1077,5.4625,223600
12,1159,523,159,2.7232,123200
15,826,440,134,4.8125,173900
33,6982,5650,1195,2.5379,152700
15,6437,2805,1205,4.1883,184500
19,3216,1363,629,3.7585,144500
20,4589,1660,595,7.4141,236500
13,7910,3382,1176,5.5563,214500
7,11232,4218,1644,5.2713,216500
52,1417,881,300,1.9531,162500
8,152,1275,20,1.625,162500
27,321,214,67,3.175,101600
10,17286,9851,4616,1.7579,103400
27,5464,2400,836,4.711,133500
28,3420,1502,656,3.4896,140300
4,18767,8805,2723,4.6667,160600
23,3707,1938,658,2.725,95300
28,2683,2047,636,2.275,85400
23,3021,1580,533,4.4063,129900
11,6617,3710,1087,4.7877,132600
7,13195,6763,2437,3.5851,142000
5,13096,6780,2180,4.2775,138700
5,9179,4573,1294,5.253,163300
5,8403,3962,1150,5.2174,155500
5,4873,1947,568,6.3223,223200
3,18356,8437,2342,5.6409,197700
10,972,773,219,1.3125,135700
35,3623,2721,766,2.1574,86900
13,8443,4885,1470,3.0907,127200
2,337,115,49,3.1042,164800
15,1569,1123,369,1.6111,113900
12,7105,4520,1333,3.2705,113200
8,10110,5804,1703,4.2654,137600
7,9812,5595,1729,4.1482,124600
9,11654,7596,2127,4.0473,127200
5,11775,6686,1911,4.1953,136600
8,2405,1594,517,3.0789,114200
14,5104,3513,972,3.2148,117000
5,16884,9509,2688,4.0938,130900
4,10002,5439,1397,5.0223,152600
12,3236,1610,502,4.7568,143500
8,8302,5155,1370,4.0467,121500
4,1611,275,84,3.5781,244400
3,21060,9623,2812,4.189,143000
16,56,39,14,2.625,500001
8,1031,606,179,2.8194,136300
7,77,64,15,4.6,187500
14,1265,621,173,3.6618,161300
2,1424,681,192,4.0833,100000
2,4198,1943,673,3.9052,122100
4,9911,5145,1661,3.4237,113700
16,8476,2711,1427,2.1848,97900
8,5528,1674,918,2.5335,110100
16,5373,1573,933,1.9912,98600
24,4210,1283,829,2.0881,83300
23,6323,1984,1124,2.3276,92400
24,5783,1990,1151,1.9014,83500
3,6484,3295,1074,4.5881,136400
8,26322,9360,3361,5.3238,228900
10,5156,2294,747,3.58,113400
10,3659,1476,515,3.8869,125900
12,1869,1007,323,3.125,117200
2,7401,2826,839,4.1386,177300
11,939,557,190,2.375,145800
14,2715,1540,464,3.8036,139600
13,1914,930,304,4.1875,161200
6,1771,935,279,4.065,148200
7,1697,808,354,1.3417,169300
17,4174,1845,780,2.2618,96100
11,4934,2508,840,2.625,155400
7,1810,931,355,2.5221,109200
17,2813,1345,488,2.5847,145300
13,4496,2044,695,3.2778,148800
3,5284,2703,729,4.0717,126500
13,1974,1276,408,1.972,90500
16,4928,2132,853,2.7983,112500
18,4799,1966,944,2.1182,71300
2,6305,2489,1152,3.1319,111500
10,2381,1323,477,2.6322,140700
17,3318,2016,673,2.2969,89300
23,3465,2672,607,1.9767,81500
5,2108,1666,461,2,83000
15,4173,2393,713,2.4662,118300
11,3196,1757,552,4.0982,173300
22,4249,2405,846,2.1549,146500
9,6907,3665,1290,2.8401,104200
19,3173,2204,606,2.1484,129200
16,2876,1859,545,2.0878,101300
19,2248,1207,368,2.817,110000
11,1161,640,210,2.1667,114600
5,6529,3464,1006,5.3275,168700
8,4345,2425,785,3.2481,123800
10,2591,1255,425,3.1513,154300
9,981,596,156,3.1832,157400
11,1229,581,190,3.102,111300
27,4376,2667,870,1.9194,100600
10,516,282,96,4.2788,125000
9,13288,7235,2350,3.375,131800
17,10145,4776,1749,2.2423,132600
23,6859,3405,1351,2.5395,109200
7,16010,7139,2426,3.8056,162200
15,4573,2513,832,2.6949,163600
8,446,188,68,9.4356,465600
10,4097,2082,731,3.2258,159300
10,1652,725,233,3.5125,155600
12,1481,757,243,3.235,210700
7,7722,2975,1161,3.6273,150900
2,30450,9419,3197,4.5936,174300
3,2744,1223,366,4.7944,215300
2,2569,1232,388,4.3651,145600
2,20391,7132,2716,3.9443,187300
4,4952,2912,943,3.7538,147500
5,3471,1541,502,4.8083,347700
9,2802,1155,421,4.125,392100
6,1868,750,247,4.3833,307600
7,1972,964,317,3.244,337200
8,1003,388,140,4.2917,221900
5,1585,510,181,6.9136,493300
6,108,43,17,3.475,187500
13,270,120,42,6.993,500001
4,21988,8824,3252,3.9963,191100
4,30401,13251,4339,4.5841,212300
4,9089,3886,1243,4.6904,174200
13,1614,846,270,2.83,43000
6,13724,5860,1986,3.9617,183000
4,6112,2088,712,5.5351,429000
4,966,311,92,5.2066,500001
6,8278,3062,1446,3.0043,134700
19,6807,2703,1055,3.1591,189700
15,2094,937,277,5.3623,201300
11,1183,543,147,4.4792,173900
15,652,248,97,2.1071,93800
18,397,239,80,2.8125,143800
13,16148,6159,3232,1.9961,97800
14,2281,894,430,2.3712,127900
19,2238,1190,507,2.0714,85800
23,4676,2770,1057,1.7847,109500
14,6027,3136,1036,2.964,121500
15,3757,1693,654,3.6806,112800
20,2233,1024,399,2.4554,89400
20,4735,2306,904,3.069,87000
21,4587,2233,765,3.2371,94500
18,1996,1270,400,2.7083,91200
19,2901,1414,475,4.6406,118900
17,5160,2344,781,3.7175,120000
13,3603,1644,515,4.0433,132300
35,3269,2328,705,2.5898,76300
31,2712,1519,629,1.942,86200
22,3740,2011,824,1.3039,77500
18,9601,4002,2106,1.4366,77000
25,4952,1589,1024,1.8446,85700
20,3674,1498,758,2.2161,76900
19,3649,1717,696,2.2115,87600
14,7240,2708,1240,2.4145,137600
15,2873,1094,659,1.8015,105100
10,6890,3141,1451,1.7079,95900
12,5829,2711,1118,1.9707,107900
12,7626,2823,1554,2.1722,69400
8,5330,2143,1107,2.1103,94400
14,3700,1171,695,1.9476,112500
7,10352,3559,1689,2.2925,113100
20,1317,453,158,2.8393,120700
15,2228,653,350,2.683,139300
10,6317,2625,1094,2.3,108900
8,10997,5060,1949,2.1979,95300
20,2399,1726,542,1.8845,77700
21,2990,2108,660,2.0135,83000
24,2680,1728,527,2.535,74800
24,3409,1939,739,1.7303,74000
12,701,434,110,2.0577,56700
5,4116,1714,717,2.5612,130800
20,3111,1000,508,1.5982,140000
23,2719,930,485,2.0154,81700
13,10886,4266,1955,2.3169,123400
13,2604,978,417,2.933,170700
25,3750,1594,785,2.4167,104900
33,1575,879,282,2.5357,94400
21,4624,2174,812,3.5255,132100
22,4227,1849,619,4.7356,195900
18,4775,1868,836,2.3355,118800
14,5320,1947,843,3.1393,116300
12,5876,2992,1151,2.4322,112100
25,1254,715,301,2.7344,149000
5,1822,798,313,2.8783,105200
6,78,27,10,3.125,187500
22,1999,1304,479,1.4063,81900
26,503,293,59,3.7083,147500
11,658,376,120,2.3977,58000
16,319,212,67,1.4688,90000
19,2307,1266,437,1.6875,63000
17,2009,820,381,1.3286,81800
2,6900,1950,980,3.0417,146300
1,6,8,2,1.625,55000
18,521,174,74,2.7788,91100
27,3459,1760,654,3.4545,89800
40,2277,1391,453,1.9472,73200
29,3197,1722,603,3.0432,91200
29,2793,1583,626,1.424,73200
33,376,267,88,2.1581,68300
30,3915,1820,643,3.6339,98600
13,7804,3297,1469,2.0549,95600
29,4549,2494,912,2.0976,72600
37,1495,865,342,1.2188,55000
34,3183,1820,647,2.2321,71800
18,553,215,82,5.5,193800
35,4448,2736,843,2.218,73400
32,3141,2589,721,1.4556,54600
37,1858,1632,310,2.7536,73100
10,2653,1967,598,2.6643,81000
16,5277,657,276,3.3333,143400
35,324,158,39,3.4167,100000
25,10665,1874,852,3.0625,150500
21,3460,658,255,3.5882,161100
11,2385,682,242,2.9141,214300
3,830,272,104,3.8281,163500
14,1016,443,169,2.8071,137500
12,1153,446,195,3.038,128100
13,3166,1250,475,2.355,122900
8,1294,457,199,2.9167,115300
10,489,183,74,6.2702,345500
6,1251,544,216,3.0694,173400
26,186,102,39,2.5625,103100
16,3730,1346,592,2.183,113500
13,1187,442,179,1.9107,155700
15,11115,4122,1653,2.7219,74400
12,549,209,90,3.0208,66300
21,1284,537,233,1.95,61000
35,321,157,61,2.8056,68100
29,551,224,107,1.1917,50000
20,260,69,50,3.5208,76600
17,5293,1201,599,1.6849,88400
11,12557,2453,1232,1.7844,78500
13,3921,1902,665,3.3616,89600
16,4913,2518,1132,1.4665,61100
18,2990,1280,532,2.625,68200
10,7249,4274,1621,1.6983,66600
12,3369,1315,584,1.7388,66000
11,1381,644,248,2.3382,89400
18,2233,919,388,3.2578,85200
10,3254,923,486,1.8,81000
5,4332,1420,567,4.0417,146400
16,980,454,185,4.0729,100000
22,1540,610,268,1.5227,71000
17,4465,853,445,3.6875,130400
16,3648,1687,581,1.9167,70400
18,7962,2009,921,3.3897,230200
16,10077,3048,1337,2.9647,110900
28,2992,676,346,5.7613,500001
28,8399,3470,1340,2.5885,159000
13,7559,3189,1105,3.4886,112500
16,343,29,14,2.1042,87500
27,3316,2362,532,2.9569,65900
21,10227,3623,1734,2.5212,145200
12,9482,2725,1300,1.5595,115600
36,1765,451,264,2.6083,321900
15,3004,437,210,3.6667,90000
26,5032,3086,1183,2.5399,94800
12,12396,2548,1265,3.4394,162200
31,6814,2628,1341,2.1176,124100
24,6087,1721,833,3.1493,199400
13,8789,1274,688,3.7396,148900
22,6050,1432,890,2.2216,183900
25,2616,581,343,3.1364,301600
20,4810,1304,740,2.25,248100
18,9374,1678,919,3.9737,235600
18,2547,411,214,2.5489,220500
5,4423,1906,667,4.6855,125200
5,5480,1050,485,1.7204,137500
14,9425,1711,1000,2.6298,145200
3,9169,3838,1270,4.3111,142500
6,4863,3010,828,3.9508,104200
7,10105,6274,2095,2.4497,90900
10,6960,1130,661,2.1411,136400
8,6710,2069,781,3.5223,115100
12,7095,1179,570,4.9444,285000
17,4293,1091,464,6.1437,232100
16,5228,1177,639,3.0859,134600
14,16921,2524,1262,7.6281,341700
8,3059,612,208,6.8729,259200
